,PIDANH4 rpt 1.sp,PIDANH4 rpt 2.sp,PIDANH4 rpt 3.sp,PIDANH4 rpt 4.sp,PIDANH4 rpt 5.sp,PIDANH4 rpt 6.sp,PIDANH4 rpt 7.sp,PIDANH4 rpt 8.sp,PIDANH4 rpt 9.sp,PIDANH4 rpt 10.sp,PIDANH4 rpt 11.sp,PIDANH4 rpt 12.sp,PIDANH4 rpt 13.sp,PIDANH4 rpt 14.sp,PIDANH4 rpt 15.sp,PIDANH4 rpt 16.sp,PIDANH4 rpt 17.sp,PIDANH4 rpt 18.sp,PIDANH4 rpt 19.sp,PIDANH4 rpt 20.sp,PIDANH4 rpt 21.sp,PIDANH4 rpt 22.sp,PIDANH4 rpt 23.sp,PIDANH4 rpt 24.sp,PIDANH4 rpt 25.sp,PIDANH4 rpt 26.sp,PIDANH4 rpt 27.sp,PIDANH4 rpt 28.sp,PIDANH4 rpt 29.sp,PIDANH4 rpt 30.sp,PIDANH4 rpt 31.sp,PIDANH4 rpt 32.sp,PIDANH4 rpt 33.sp,PIDANH4 rpt 34.sp,PIDANH4 rpt 35.sp,PIDANH4 rpt 36.sp,PIDANH4 rpt 37.sp,PIDANH4 rpt 38.sp,PIDANH4 rpt 39.sp,PIDANH4 rpt 40.sp,PIDANH4 rpt 41.sp,PIDANH4 rpt 42.sp,PIDANH4 rpt 43.sp,PIDANH4 rpt 44.sp,PIDANH4 rpt 45.sp,PIDANH4 rpt 46.sp,PIDANH4 rpt 47.sp,PIDANH4 rpt 48.sp,PIDANH4 rpt 49.sp,PIDANH4 rpt 50.sp,PIDANH4 rpt 51.sp,PIDANH4 rpt 52.sp,PIDANH4 rpt 53.sp,PIDANH4 rpt 54.sp,PIDANH4 rpt 55.sp
Time,15:01:19,15:01:26,15:01:33,15:01:40,15:01:47,15:01:54,15:02:01,15:02:08,15:02:15,15:02:22,15:02:29,15:02:36,15:02:43,15:02:50,15:02:57,15:03:04,15:03:11,15:03:18,15:03:25,15:03:33,15:03:40,15:03:47,15:03:54,15:04:01,15:04:08,15:04:15,15:04:22,15:04:29,15:04:36,15:04:43,15:04:50,15:04:57,15:05:04,15:05:12,15:05:19,15:05:26,15:05:33,15:05:40,15:05:48,15:05:55,15:06:02,15:06:09,15:06:16,15:06:23,15:06:30,15:06:37,15:06:44,15:06:52,15:06:59,15:07:06,15:07:13,15:07:20,15:07:28,15:07:35,15:07:42
Raman shift [1/cm],Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
2278,180.41471,195.5,195.81,188.59,188.71,201.75,202.69,198.76,194.79,189.37,180.9,171.49,159.46,164.51,143.75,164.58,127.52,113.3,102.34,93.954,88.795,56.284,69.457,68.229,69.638,76.615,51.121,54.12,56.528,57.801,49.939,61.271,61.792,69.882,77.202,64.629,62.59,67.997,47.301,12.214,78.986,127.15,145.22,163.88,176.49,171.34,153.07,173.64,175.78,180.49,185.35,186.87,163.53,171.52,168
2276,188.85361,203.05,203.89,203.99,194.46,202.59,214.29,213.42,207.72,193.75,196.5,172.09,159.99,169.62,156.47,164.18,126.59,112.18,105.14,93.413,92.302,58.661,68.89,71.843,65.252,74.418,55.375,55.818,57.894,59.391,52.103,67.066,62.977,68.005,80.759,66.562,63.71,69.994,43.794,14.24,80.197,133.37,155.3,162.34,169.94,169.58,164.22,164.47,185.07,183.93,179.83,197.56,167.13,177.82,160.44
2274,205.96507,206.95,220.81,210.33,206.8,209.73,224.23,225.85,225.98,202.23,210.23,180.91,166.08,184.65,171.67,171.93,134.97,125.36,108.93,98.949,100.06,69.091,77.179,85.186,68.224,83.24,61.905,60.657,70.949,68.026,56.691,71.055,65.482,73.73,77.782,72.037,64.888,78.995,42.102,19.91,79.442,141.39,164.55,171.31,182.38,171.56,184.56,171.35,193.41,200.58,175.98,196.83,180.6,187.86,162.32
2272,237.07742,236.68,247.06,241.2,235.54,220.28,237.51,247.94,239.43,224.43,238.81,208.95,185.78,207.86,194.99,186.99,151.28,144.43,126.8,112.85,111.52,81.888,90.25,100.73,80.551,86.869,74.041,77.627,82.411,77.811,69.225,80.449,70.745,74.611,87.021,83.759,74.988,84.306,50.617,22.537,94.792,157.48,176.32,186.37,206.81,184.39,216.55,189.99,210.32,228.66,194.27,216.25,212.48,196.93,178.47
2270,301.91663,306.34,317.67,299.74,294.15,296.63,302.72,308.09,302.25,290.1,306.37,261.25,246.13,250.35,251.68,223.72,193.02,178.27,168.18,145.19,140.36,109.73,124.09,121.13,103.89,109.17,101.28,103.29,116.19,103.36,94.354,101.18,90.731,86.895,97.778,99.954,97.607,99.417,68.225,30.804,118.14,194.21,213.36,217.04,243.9,221.01,265.76,248.5,256.19,271.87,241.89,258.96,262.12,239.11,224.57
2268,464.89351,467.2,453.86,449.63,453.03,460.43,460.02,463.18,452.52,442.53,436.36,398.25,377.2,369.44,355.37,322,292.73,263.74,239.87,213.77,201.08,169.49,176.31,171.91,159.98,151.69,151.85,146.45,163.34,149.01,139.3,141.48,127.06,125.42,138.1,141.92,146.09,133.4,85.308,39.928,159.2,262.1,284.38,289.1,338.55,321.52,347.58,351.28,350.92,380.62,349.37,353.41,360.97,335.54,331.47
2266,757.33649,758.7,744.97,735.31,743.16,749.32,740.25,742.37,721.66,721.94,686.19,649.44,620.12,606.8,582.17,520.75,470.69,425.77,376.03,327.76,312.95,279.33,271.28,252.87,244.03,228.71,228.51,233.01,238.55,218.13,208.51,209.99,189.43,210.4,210.68,204.75,216.75,202.48,115.92,54.061,244.99,373.58,416.73,451.48,486.89,510.4,521.9,539.26,540.91,591.67,550.85,524.77,541.1,521.87,525
2264,1294.3616,1281.8,1271.2,1257.5,1290.1,1277,1258.7,1258.7,1236.9,1232.7,1155.8,1139.7,1069.3,1069.1,1003.7,942.19,805.09,723.43,641.66,561.88,538.48,487.56,465.64,428.43,413.32,390.38,397.52,383.79,389.88,366.93,365.1,359.13,339.09,363.19,358.75,362.48,376.06,353.92,180.35,82.192,418.94,639.93,729.65,803.59,858.15,911.15,932.37,946.81,970.82,1011.9,979.12,927.81,943.54,935.56,932.39
2262,2118.1973,2110.9,2117.5,2087.2,2136.6,2137.8,2109.8,2082.8,2052.3,2046.7,1905.3,1927.8,1803.2,1803.8,1679.3,1606.5,1365.6,1230.5,1092.6,964.79,916.39,831.53,782.67,722.56,704.84,666.95,659.84,647.16,639.31,620.91,628.34,609.56,591.95,611.17,611.93,616.97,636.69,617.57,304.1,124.79,741.48,1151.6,1325.5,1439.8,1552.5,1629.2,1692.9,1681,1728.7,1783.9,1744.8,1646.1,1667.2,1717.9,1660.7
2260,3045.1321,3057.5,3059,3017.6,3058.8,3100.1,3065.7,3022,2993.9,2962.1,2749,2808.5,2627.7,2630.5,2446.3,2350.6,1997.2,1796.5,1592.5,1420.3,1342.9,1230.4,1135.2,1064.9,1024,977.56,957.27,943.87,914.71,910.74,922.57,909.62,881.09,899.44,908.89,915.4,937.53,922.12,441.69,167.14,1133.9,1767.8,2041.4,2234.2,2384.6,2490.5,2601.1,2563.5,2643.8,2724,2691,2524.4,2546.7,2673.6,2536.7
2258,3797.3751,3831.7,3850.2,3788.3,3839.7,3905.7,3857.7,3791.6,3765.1,3720.4,3459.6,3539.9,3291.9,3330,3081.5,2969.1,2534.2,2267.5,2007.2,1812.7,1694.1,1574.2,1437.3,1341,1301.4,1238.9,1201.9,1190.3,1148.7,1150,1168.7,1161.1,1116.4,1148.4,1165,1168.8,1203.2,1190.3,556.95,197.09,1482.5,2310.4,2681.1,2942.4,3124.4,3244.4,3411.6,3361,3467,3574.6,3521.5,3312.8,3324.1,3520,3318.1
2256,4231.3765,4276.6,4294,4231.6,4272.3,4354,4302.4,4241.8,4218.9,4149.2,3877,3947.4,3671.9,3728.8,3461.3,3321.5,2844.5,2539.6,2254.8,2047.2,1900.1,1773.7,1616.2,1505.8,1472.3,1396.4,1339.9,1332,1287.7,1293.4,1307.7,1306,1264.1,1297.3,1316.5,1312,1348,1349.5,617.83,213.38,1702.9,2663.5,3107.4,3396.3,3613.9,3719.9,3930.6,3869,4002.8,4122.5,4062,3816.9,3828.9,4060.2,3818.5
2254,4253.2553,4289.9,4317.7,4250.9,4289.9,4379.1,4326.5,4265.1,4245,4174.5,3912.4,3972.2,3693.7,3771.3,3496.9,3360,2878.8,2568.3,2283.2,2086.3,1927.2,1802,1645.8,1533.7,1498.2,1423.3,1355.2,1347,1307.9,1311.4,1321.9,1326,1287.5,1324.3,1343.2,1336.7,1363.5,1386,630.9,211.63,1761.7,2752.9,3219.6,3521.4,3760.2,3838.6,4078.3,4008.3,4156.1,4271.4,4194.4,3950,3968.8,4206.6,3957.7
2252,3853.8065,3896,3916.8,3870.4,3888,3967,3927.7,3881.1,3855.1,3791.6,3570.9,3621.4,3353.9,3439.9,3197.8,3065.8,2628.5,2337.8,2083.3,1916.8,1759.2,1649.6,1507.2,1407.7,1378.6,1305.5,1242.6,1239.8,1199,1199.3,1212.4,1217.8,1183.5,1211.4,1238.6,1228.9,1245.7,1277.7,593.7,184.44,1654.8,2575.6,3014.5,3300.4,3519.3,3579,3825.4,3750.6,3885,3997,3918,3706.7,3722,3924.8,3696.7
2250,3133.2731,3175.6,3191,3155.3,3160.3,3241.7,3207.6,3163.1,3146.5,3087,2925.3,2952.4,2734.1,2808.9,2609.4,2505.3,2147.2,1909.5,1702.5,1583.5,1440.6,1358.9,1244.9,1154.4,1138,1078.5,1023.6,1022,990.32,990.45,999.5,1006,973.71,993.33,1017.7,1015.4,1019.7,1057.2,509.28,149.29,1394.1,2163.2,2536.3,2765,2946.4,2991.2,3210.8,3155.7,3249.3,3353.4,3275.8,3113.1,3127.3,3286.5,3101.9
2248,2241.7024,2267.4,2265.6,2254.6,2252.7,2309.7,2295,2269,2245.2,2202.1,2088.2,2106.8,1940.2,2003.9,1859,1786.4,1537.1,1361.1,1210.8,1148.5,1030.6,973.87,892.01,828.81,825.59,778.11,741.5,738.05,711.73,715.77,715.72,719.16,697.54,716.43,737.78,737.15,724.93,762.35,380.24,102.2,1025.1,1584.6,1857.1,2024.5,2159.3,2188,2343.4,2308.4,2381.1,2471.6,2399.1,2280.7,2297.1,2402.7,2271.1
2246,1352.9055,1365.8,1365.4,1373.3,1358.1,1381.5,1385.2,1370.7,1347.8,1325.4,1268.3,1267.2,1159.5,1210.9,1133,1078.9,918.21,813.86,722.89,693.72,622.46,586.97,542.33,497.75,502.01,468.23,451.42,456.4,433.18,431.98,431.01,429.77,421.04,443.82,448.6,447.82,428.55,467.8,253.32,65.908,643.99,963.75,1133.5,1250.8,1304.7,1346.1,1444.9,1406.8,1468.7,1537.3,1470,1398.2,1411.8,1466.1,1396.5
2244,705.28116,705.57,699.73,715.14,726.15,706.11,727.15,717.99,694.76,690.73,666.75,662.68,590.84,634.89,585.63,584.56,469.25,414.51,370.31,360.92,331.2,298,289.73,259.7,265.36,247.99,248.88,240.13,233.11,230.28,229.13,221.41,229.45,233.49,232.35,248.05,220.13,253.39,153.42,41.928,343.44,501.8,587.93,644.3,677.57,711.13,765.63,725.85,779.36,804.94,756.19,739.39,746.45,751.65,728.17
2242,379.83687,385.15,376.99,396.49,409.32,390.26,418.56,400.33,375.1,383.07,363.42,370.18,330.33,349.57,311.54,328.72,254.75,233.64,213.99,200.57,197.44,162.02,161.66,144.54,155.12,144.14,141.89,136.55,133.01,139.63,137.9,122.61,136.83,130.82,127.39,135.83,119.07,148.88,103.75,29.921,194.27,283.06,319.2,337.08,365.34,398.99,423.95,384.56,416.36,436.69,391.84,397.33,408.28,409.92,392.07
2240,251.41525,265.78,238.47,264.83,257.88,252.5,286.66,270.4,245.74,254.42,230.95,241.97,222.62,225.09,191.46,216.48,162.24,149.11,140.44,124.49,136.53,110.34,103.24,99.683,97.937,94.833,100.5,89.272,88.581,102.8,96.564,87.36,92.891,87.909,82.956,94.711,82.377,99.113,79.046,27.544,130.86,183.17,199.92,217.12,227.5,262.01,268.49,231.25,257.63,276.19,257.96,250.37,262.48,267.1,241.84
2238,180.83121,192.5,172.14,190.22,199.38,188.96,210.61,197.39,170.17,185.96,172.91,172.73,158.23,159.92,129.5,147.33,121.28,109.74,102.27,88.682,98.75,85.728,77.789,68.343,75.336,69.188,73.666,62.296,64.11,78.316,73.362,65.898,65.772,68.088,63.954,70.711,69.06,74.115,58.668,24.104,97.142,131.67,140.54,155.48,165.42,191.45,190.9,168.86,181.58,197.03,189.76,183.26,179.65,190.02,172.18
2236,144.66578,157.89,131.64,152.07,153.27,148.01,155.45,164.02,141.04,155.78,142.31,125.5,123.18,120.19,105.89,106.2,95.027,92.77,87.865,72.159,83.425,69.587,59.369,51.637,64.465,56.969,56.821,41.791,52.564,65.484,58.134,48.845,56.056,54.926,52.709,49.437,55.738,55.926,38.762,22.657,72.024,103.81,113.64,122.76,142,142.41,139.88,131.93,143.38,151.76,153.37,139.09,139.97,139.56,134.95
2234,121.98877,135.15,106.57,131.98,127.22,128.75,123.48,128.4,113.45,134.61,120.97,104.74,105.41,109.24,90.661,87.779,81.204,79.276,81.744,61.459,76.126,61.659,55.351,48.575,55.667,51.592,47.559,33.18,44.505,53.42,44.774,44.661,46.933,42.989,47.574,42.315,49.347,52.599,25.315,21.205,62.146,80.108,93.283,104.78,129.31,119.94,113.25,117.57,124.88,127.37,125.76,119.08,116.71,114.66,123.76
2232,102.50985,115.57,92.072,121.02,106.46,106.43,98.627,110.27,102.04,112.17,106.49,96.467,90.418,95.071,82.826,71.96,71.636,70.996,69.966,53.03,59.127,53.243,48.245,43.261,51.703,46.245,43.709,31.741,41.789,45.682,40.1,40.835,40.088,30.763,39.109,36.295,40.717,42.969,21.715,16.379,54.82,68.302,80.018,94.681,117.15,101.67,101.08,103.02,102.97,106.73,112.31,108.63,104.34,89.576,105.76
2230,98.011532,100.47,87.563,110.97,95.202,93.081,84.375,91.358,95.092,96.628,91.798,92.213,79.717,84.273,72.651,70.799,66.917,63.458,64.009,49.872,50.288,48.053,45.511,39.896,48.497,43.109,38.013,30.262,37.222,41.585,35.286,38.703,34.388,22.484,34.642,37.541,38.052,41.498,18.573,14.136,49.118,59.889,70.595,84.508,107.88,88.048,94.315,92.206,87.145,96.65,102.9,92.955,93.554,79.858,96.785
2228,86.119488,82.933,82.035,97.263,79.69,77.208,76.976,80.908,86.787,82.357,80.412,80.546,67.109,73.471,70.537,65.976,58.186,56.666,60.622,44.904,42.839,42.432,37.587,35.146,43.538,38.219,34.283,30.615,30.981,34.381,31.642,34.651,32.178,16.405,31.716,35.767,32.802,35.243,21.44,10.675,39.017,52.286,62.533,73.014,94.909,72.121,80.453,76.967,75.32,84.897,95.132,79.885,79.572,68.849,80.677
2226,80.420139,68.187,74.572,84.253,71.699,67.91,71.223,71.226,84.922,67.93,74.222,75.684,57.682,68.903,68.694,63.072,50.807,48.493,52.321,41.126,39.188,39.117,35.748,33.56,38.284,32.939,33.356,31.486,25.772,29.948,30.871,34.603,29.683,12.507,28.417,35.492,28.941,35.098,30.732,12.465,36.141,46.57,57.409,64.577,80.052,61.731,73.355,64.047,66.781,81.649,82.525,69.267,68.955,59.427,72.577
2224,71.510428,61.963,71.716,63.409,65.58,57.642,61.994,62.979,79.326,59.544,62.893,64.632,47.913,62.032,57.123,65.047,41.716,42.485,44.949,36.182,36.965,31.208,34.338,31.117,30.747,29.591,29.273,28.512,19.495,24.409,25.329,34.727,26.896,12.188,24.289,33.918,24.401,31.767,40.147,8.5849,30.11,41.427,53.533,56.568,65.331,55.235,68.82,54.005,58.006,80.6,69.88,59.426,62.47,51.736,58.883
2222,61.348378,55.823,65.817,50.653,56.144,50.001,57.83,52.174,73.737,50.407,54.137,53.771,36.295,58.092,48.867,58.377,30.593,32.598,34.912,30.57,34.426,25.779,32.125,28.252,26.374,26.408,24.005,22.914,14.462,21.695,21.526,32.539,22.674,13.758,20.463,29.112,19.471,27.117,45.808,4.9897,22.138,35.39,47.929,49.731,52.361,49.296,60.758,44.918,46.469,68.54,61.776,52.491,53.334,39.898,48.092
2220,58.657833,50.998,63.95,44.055,49.453,46.041,55.053,50.867,62.574,47.415,49.64,46.61,32.271,53.199,42.916,51.873,21.85,22.511,28.705,26.473,33.553,22.34,32.266,26.402,22.457,23.359,23.749,19.546,17.2,23.455,20.176,29.952,18.358,15.703,19.561,28.043,14.662,21.899,54.253,7.7707,16.753,34.08,41.444,44.026,43.172,45.119,57.431,36.07,40.139,58.573,55.693,47.303,44.407,35.572,40.914
2218,46.288016,43.489,53.021,36.576,45.742,45.26,53.572,48.355,54.425,41.064,42.977,37.357,31.711,46.001,35.304,45.699,19.86,15.489,21.598,21.521,28.732,20.071,29.766,24.11,19.279,22.096,20.561,14.453,15.386,21.292,18.147,23.207,14.263,13.143,18.558,25.269,7.9523,17.748,53.252,6.005,17.131,29.581,36.841,38.121,33.998,40.336,48.687,34.603,29.858,48.176,48.722,41.194,37.21,32.932,29.022
2216,42.840025,40.96,48.236,39.624,47.962,46.012,53.213,47.161,50.849,46.598,43.406,37.507,35.589,47.461,36.915,43.443,21.498,11.676,19.247,23.188,30.793,20.293,32.169,21.579,17.998,22.879,17.592,15.832,18.042,21.419,17.776,17.013,14.654,15.939,17.945,20.172,7.4721,15.942,44.899,6.4318,17.966,26.199,36.713,33.875,33.762,33.814,47.996,38.047,28.507,46.323,39.237,35.922,39.259,35.363,25.333
2214,44.08634,50.552,46.423,45.509,47.553,49.483,57.014,49.737,44.032,44.512,44.359,43.271,43.506,48.115,40.5,40.309,27.927,12.338,21.131,25.914,31.745,20.807,31.249,20.87,20.209,25.222,15.362,18.468,19.886,19.745,14.791,12.151,12.442,12.694,20.336,18.825,5.7845,15.254,31.419,7.2171,19.01,25.291,40.885,32.364,35.415,39.26,46.121,40.406,28.018,47.029,35.83,39.026,37.772,37.575,31.321
2212,49.136632,55.587,50.993,55.42,51.452,56.261,66.428,54.635,49.376,47.366,50.857,51.736,55.816,49.105,45.598,41.287,35.364,22.205,26.166,30.358,26.03,23.31,28.625,24.639,23.062,26.731,17.862,18.972,24.758,21.587,16.007,8.2658,16.203,13.91,23.142,18.489,8.246,14.913,20.235,8.8741,23.203,31.333,43.263,35.435,46.842,42.35,48.605,47.868,39.459,49.854,45.479,51.366,43.684,46.078,37.503
2210,64.767691,66.807,55.775,66.939,58.345,64.321,77.477,63.395,59.141,58.571,59.308,61.471,67.407,55.268,48.665,48.593,49.21,29.009,34.817,36.743,28.281,26.195,29.115,28.41,26.464,28.567,19.848,21.912,29.488,22.391,19.51,12.655,17.949,16.046,29.1,20.13,15.058,19.417,10.493,10.015,27.543,39.127,47.281,37.719,61.23,48.801,60.257,53.495,51.482,59.812,55.495,66.179,53.128,58.818,49.168
2208,73.878826,76.536,68.869,79.209,67.178,70.018,89.787,73.902,66.641,68.65,66.587,62.614,78.151,65.499,57.435,54.222,56.547,42.281,41.542,43.903,30.958,34.442,31.223,34.475,32.977,30.6,27.333,28.654,31.432,24.918,26.51,18.543,24.895,18.715,31.774,25.21,17.816,21.973,7.2981,13.593,30.501,46.945,54.319,47.064,72.793,52.541,65.323,63.121,58.034,70.65,62.394,77.274,63.61,66.001,58.963
2206,78.480879,79.294,72.959,81.18,70.628,75.546,89.237,74.985,72.609,72.074,72.372,67.434,81.015,67.069,58.745,58.356,58.954,47.399,43.901,45.681,32.999,37.23,32.838,37.808,35.548,29.497,32.409,31.208,32.237,25.284,28.406,23.812,27.157,18.244,31.275,25.917,21.109,27.294,7.1511,14.439,34.171,48.941,59.434,53.204,80.389,55.455,68.781,69.624,66.054,80.209,63.007,78.793,68.962,70.577,62.952
2204,77.548384,70.945,72.956,78.218,68.624,76.931,79.241,70.178,72.682,71.04,71.443,62.386,77.565,61.075,53.752,60.215,54.03,49.148,39.864,41.405,32.464,34.443,34.899,39.257,31.771,24.523,33.217,28.114,30.07,25.248,28.257,24.903,27.348,17.552,31.794,25.582,20.948,27.878,15.788,11.503,36.898,47.396,55.552,54.624,80.692,53.47,71.534,61.793,71.995,78.743,65.982,76.376,68.878,70.37,62.624
2202,66.343918,66.184,68.747,71.914,61.34,73.867,70.4,64.244,63.356,62.469,67.559,54.222,68.204,57.302,45.909,53.038,43.982,45.925,32.914,34.171,31.358,31.914,31.822,33.203,30.071,16.188,28.331,26.182,25.137,21.377,25.516,23.551,23.485,15.469,27.255,24.072,21.186,23.953,23.669,7.787,31.555,42.728,45.992,53.483,74.688,49.829,65.347,54.346,67.302,68.1,62.135,72.291,62.839,59.898,55.202
2200,56.632324,54.803,60.72,63.616,54.859,70.059,66.694,60.97,54.729,58.623,64.485,48.298,59.22,47.281,38.85,46.107,35.797,40.477,27.19,27.697,32.597,29.682,30.944,29.878,30.643,13.729,27.336,24.926,25.745,23.632,25.57,24.073,22.706,16.331,27.595,25.581,21.067,25.896,35.968,11.998,31.686,39.34,39.185,48.789,65.325,46.827,58.088,45.571,63.448,60.353,53.752,66.844,59.318,53.452,49.287
2198,41.059372,39.189,46.347,46.71,43.686,61.697,51.856,51.184,43.34,47.979,52.51,37.261,43.077,31.166,30.177,36.446,26.399,30.84,19.708,16.96,26.154,26.858,22.649,20.949,25.877,10.985,21.481,17.979,20.302,20.224,20.305,19.781,19.824,13.286,18.991,21.892,16.902,22.924,44.497,8.0367,25.09,25.04,32.646,39.009,47.97,32.321,45.013,33.489,45.969,47.609,42.918,50.687,46.946,40.762,33.544
2196,30.331864,29.472,33.087,35.719,31.793,46.616,37.58,44.021,30.57,36.869,43.338,25.25,31.392,20.829,25.015,29.572,18.924,23.573,14.051,13.582,23.911,20.968,20.033,15.879,23.038,7.1806,12.029,14.188,17.36,16.288,14.887,14.4,19.249,12.059,17.331,17.643,13.618,20.72,46.624,6.6004,21.834,19.021,29.743,30.597,34.247,20.894,33.843,26.699,34.131,37.116,30.777,36.161,38.393,27.318,20.524
2194,17.918336,24.67,27.468,21.221,17.952,35.882,30.151,37.993,21.747,23.992,28.401,19.601,22.911,12.635,17.937,22.727,11.11,17.876,12.364,10.187,15.748,15.818,14.022,8.2137,19.435,6.4756,7.204,7.7574,13.447,10.564,9.5365,10.592,13.85,7.6062,16.965,12.612,7.5941,15.235,36.607,6.1759,14.964,13.016,27.43,23.549,24.997,18.504,24.546,19.791,23.338,27.268,24.265,25.399,28.316,14.759,11.922
2192,13.344576,21.179,20.983,22.708,16.821,28.819,27.2,30.777,18.4,22.165,25.013,16.285,18.921,14.675,15.728,20.487,10.564,16.867,16.847,10.414,11.111,14.488,10.084,6.0306,15.544,6.8177,7.3528,4.8398,13.147,10.755,6.3568,11.331,14.333,9.356,14.404,12.168,8.7299,15.065,30.546,9.9194,16.411,13.08,22.239,19.741,26.8,13.742,20.254,18.443,22.52,29.349,26.072,23.109,25.031,11.056,9.472
2190,12.398114,23.902,15.528,21.881,16.19,19.325,23,25.083,18.714,23.063,20.277,10.707,12.864,18.625,11.981,17.852,11.556,14.722,19.132,12.677,10.821,11.625,8.0248,4.7045,11.821,6.637,6.794,6.1247,11.268,8.8438,5.7323,14.846,14.47,8.9576,11.087,9.8162,8.5802,13.678,23.548,7.339,12.876,15.81,22.572,11.63,27.299,15.021,18.875,15.855,17.842,29.467,21.597,23.315,19.747,5.1697,8.3384
2188,10.22552,22.875,12.788,24.71,14.883,12.523,23.761,25.388,18.323,24.733,14.749,6.949,13.393,22.764,9.2029,15.312,13.093,13.249,19.753,15.514,12.576,9.2533,7.591,4.8702,10.321,10.142,9.2953,7.5954,9.271,10.309,4.4376,14.935,16.678,8.2261,9.3538,11.265,7.695,14.346,15.489,9.402,12.611,17.334,25.362,11.972,24.691,13.017,14.313,22.272,15.173,32.015,18.395,20.482,21.02,3.635,8.9673
2186,8.8251635,19.741,9.9757,24.224,13.433,12.374,21.782,21.935,19.709,21.96,14.743,8.7627,11.82,20.695,5.0741,15.858,13.32,9.7214,17.036,14.684,16.03,7.7914,8.4399,2.999,10.526,11.843,10.526,6.8852,7.7763,10.616,2.8977,14.476,15.948,5.3243,7.0668,9.0184,8.1181,16.36,14.917,8.5957,13.086,17.396,24.883,9.667,22.51,17.459,12.963,25.533,14.339,33.644,16.815,16.385,18.845,6.7995,10.712
2184,8.8854592,14.237,6.7326,18.369,17.343,11.633,20.055,20.522,19.877,17.83,13.781,9.9847,11.484,17.246,3.3392,17.843,13.73,5.8739,13.371,12.455,17.344,6.1976,9.0346,4.4151,10.593,11.986,12.429,5.431,6.5705,7.8782,2.1865,10.375,14.491,6.2324,5.4158,9.4977,4.9956,15.466,18.508,6.1659,13.797,17.565,17.692,7.246,22.522,18.013,10.797,17.308,12.854,31.682,15.259,11.807,14.114,10.368,12.384
2182,6.7602197,14.358,7.4279,12.97,20.296,9.6333,19.067,20.773,11.819,15.553,8.8555,8.6741,11.465,16.835,0.53431,18.039,10.902,2.1148,13.627,8.9096,20.428,3.4037,7.9763,2.7529,12.024,8.4386,12.714,5.657,6.7631,5.3397,4.4931,9.2951,9.8069,5.9374,3.2883,6.989,3.947,13.038,16.298,4.7399,11.488,17.286,9.4931,7.3736,19.201,20.616,8.0949,15.666,9.4341,25.635,8.5982,6.2904,10.629,8.9968,11.957
2180,9.5568229,11.43,14.123,9.7938,19.296,11.629,19.724,20.583,8.9164,19.005,12.96,10.585,14.822,10.932,7.3112,20.221,12.311,0.64727,15.927,9.008,23.339,3.3489,10.622,4.5869,13.704,11.527,15.648,7.4085,10.107,8.4018,5.2667,6.9783,9.3864,7.2419,5.2798,8.1583,6.2682,16.605,20.838,7.7165,14.051,15.769,9.6607,5.2314,17.236,21.961,8.9538,10.086,9.6504,21.107,5.4119,6.1788,12.473,10.897,16.274
2178,9.1388701,7.1685,19.659,6.0428,16.844,10.495,14.351,17.46,5.9078,19.158,13.213,10.467,11.013,5.1379,9.8816,18.456,10.344,1.0306,15.941,5.6782,20.424,1.926,9.7092,4.6879,13.335,11.274,14.351,5.4375,8.6518,6.3047,4.3876,3.5492,7.3493,6.9532,4.3898,8.1915,6.2638,15.377,24.21,4.4604,12.228,11.663,5.6122,4.3861,11.97,18.149,2.4055,4.1504,5.3463,13.042,2.9215,3.6437,5.8011,9.873,13.342
2176,6.8340586,1.3391,22.995,5.6191,12.168,5.8473,8.6955,14.309,1.8614,15.566,11.383,8.2434,11.024,1.0592,7.0355,15.946,8.6016,-0.80899,11.631,6.3562,15.292,0.98659,8.4767,5.4976,9.8834,6.5865,12.597,3.4289,8.0903,1.242,4.7361,0.38574,4.7509,5.0508,6.7105,7.2468,1.6292,12.002,25.225,2.9068,9.1759,11.718,7.5026,2.3685,7.4738,14.31,1.3575,4.6001,6.1097,4.8798,2.2066,4.0157,6.2894,7.3268,7.5103
2174,5.6573675,1.545,25.368,3.8707,8.7761,4.2815,7.0833,8.5584,2.5058,10.462,6.2047,8.8201,10.212,0.75557,8.5779,13.122,5.8923,2.7988,11.685,4.9313,9.6606,1.6288,7.7937,3.5004,8.0869,5.3442,14.107,1.8607,5.16,0.45336,4.342,0.2448,2.8963,5.3074,6.7873,8.3969,-0.62578,8.8825,21.006,5.9495,7.3704,9.4126,5.0262,3.3858,6.6643,11.12,3.8967,4.6046,9.793,2.401,0.86925,3.6468,5.1877,6.0427,3.7784
